Tool combination,Score
utaipan_esbmc-kind_goblint,1108
utaipan_theta_ugemcutter,1310
utaipan_theta_goblint,1523
utaipan_ugemcutter_goblint,1572
uautomizer_sv-sanitizers_cpachecker,1361
uautomizer_sv-sanitizers_deagle,1489
uautomizer_sv-sanitizers_dartagnan,1476
uautomizer_sv-sanitizers_esbmc-kind,935
uautomizer_sv-sanitizers_theta,1350
uautomizer_sv-sanitizers_ugemcutter,1407
uautomizer_sv-sanitizers_goblint,1571
uautomizer_cpachecker_deagle,1455
uautomizer_cpachecker_dartagnan,1489
uautomizer_cpachecker_esbmc-kind,936
uautomizer_cpachecker_theta,1332
uautomizer_cpachecker_ugemcutter,1402
uautomizer_cpachecker_goblint,1537
uautomizer_deagle_dartagnan,1569
uautomizer_deagle_esbmc-kind,1024
uautomizer_deagle_theta,1460
uautomizer_deagle_ugemcutter,1490
uautomizer_deagle_goblint,1579
uautomizer_dartagnan_esbmc-kind,1015
uautomizer_dartagnan_theta,1475
uautomizer_dartagnan_ugemcutter,1491
uautomizer_dartagnan_goblint,1653
uautomizer_esbmc-kind_theta,922
uautomizer_esbmc-kind_ugemcutter,935
uautomizer_esbmc-kind_goblint,1112
uautomizer_theta_ugemcutter,1389
uautomizer_theta_goblint,1540
uautomizer_ugemcutter_goblint,1572
sv-sanitizers_cpachecker_deagle,1450
sv-sanitizers_cpachecker_dartagnan,1210
sv-sanitizers_cpachecker_esbmc-kind,578
sv-sanitizers_cpachecker_theta,937
sv-sanitizers_cpachecker_ugemcutter,1325
sv-sanitizers_cpachecker_goblint,1538
sv-sanitizers_deagle_dartagnan,1546
sv-sanitizers_deagle_esbmc-kind,1008
sv-sanitizers_deagle_theta,1461
sv-sanitizers_deagle_ugemcutter,1507
sv-sanitizers_deagle_goblint,1594
sv-sanitizers_dartagnan_esbmc-kind,746
sv-sanitizers_dartagnan_theta,1260
sv-sanitizers_dartagnan_ugemcutter,1456
sv-sanitizers_dartagnan_goblint,1652
sv-sanitizers_esbmc-kind_theta,712
sv-sanitizers_esbmc-kind_ugemcutter,896
sv-sanitizers_esbmc-kind_goblint,1108
sv-sanitizers_theta_ugemcutter,1330
sv-sanitizers_theta_goblint,1555
sv-sanitizers_ugemcutter_goblint,1593
cpachecker_deagle_dartagnan,1545
cpachecker_deagle_esbmc-kind,990
cpachecker_deagle_theta,1375
cpachecker_deagle_ugemcutter,1484
cpachecker_deagle_goblint,1486
cpachecker_dartagnan_esbmc-kind,772
cpachecker_dartagnan_theta,1275
cpachecker_dartagnan_ugemcutter,1469
cpachecker_dartagnan_goblint,1647
cpachecker_esbmc-kind_theta,706
cpachecker_esbmc-kind_ugemcutter,899
cpachecker_esbmc-kind_goblint,1086
cpachecker_theta_ugemcutter,1323
cpachecker_theta_goblint,1471
cpachecker_ugemcutter_goblint,1570
deagle_dartagnan_esbmc-kind,1068
deagle_dartagnan_theta,1549
deagle_dartagnan_ugemcutter,1565
deagle_dartagnan_goblint,1683
deagle_esbmc-kind_theta,994
deagle_esbmc-kind_ugemcutter,1025
deagle_esbmc-kind_goblint,1134
deagle_theta_ugemcutter,1487
deagle_theta_goblint,1517
deagle_ugemcutter_goblint,1612
dartagnan_esbmc-kind_theta,824
dartagnan_esbmc-kind_ugemcutter,981
dartagnan_esbmc-kind_goblint,1176
dartagnan_theta_ugemcutter,1461
dartagnan_theta_goblint,1649
dartagnan_ugemcutter_goblint,1653
esbmc-kind_theta_ugemcutter,899
esbmc-kind_theta_goblint,1098
esbmc-kind_ugemcutter_goblint,1117
theta_ugemcutter_goblint,1571
